ordinal	jar	distribution_path	original_sha256	pom_relation	recovered_source_namespaces	stage1_disposition	candidate_artifact	candidate_sha256	later_scope	decision_reason
58	aws-java-sdk-budgets-1.12.564.jar	lib/aws-java-sdk-budgets-1.12.564.jar	5a64e123ba788f0b48beb01ba7b91af4c738f9d2e36a6957bd72a3b8227698b8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-budgets-1.12.564.jar	5a64e123ba788f0b48beb01ba7b91af4c738f9d2e36a6957bd72a3b8227698b8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
59	aws-java-sdk-chime-1.12.564.jar	lib/aws-java-sdk-chime-1.12.564.jar	6893e68186e2a5e64124238022c3c9543b3d744d8ffabe370da63a078bcb8305	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chime-1.12.564.jar	6893e68186e2a5e64124238022c3c9543b3d744d8ffabe370da63a078bcb8305	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
60	aws-java-sdk-chimesdkidentity-1.12.564.jar	lib/aws-java-sdk-chimesdkidentity-1.12.564.jar	776301ab5a864f5651748c99877b3c4a3e68097ab1bd3e0a13ce5b2eb821200a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chimesdkidentity-1.12.564.jar	776301ab5a864f5651748c99877b3c4a3e68097ab1bd3e0a13ce5b2eb821200a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
61	aws-java-sdk-chimesdkmediapipelines-1.12.564.jar	lib/aws-java-sdk-chimesdkmediapipelines-1.12.564.jar	dddfdd8e0e0ef7e998ef378c56d17bca075376e2a75849d3b40bcbdba2ca92df	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chimesdkmediapipelines-1.12.564.jar	dddfdd8e0e0ef7e998ef378c56d17bca075376e2a75849d3b40bcbdba2ca92df	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
62	aws-java-sdk-chimesdkmeetings-1.12.564.jar	lib/aws-java-sdk-chimesdkmeetings-1.12.564.jar	1a54be6a1daf60922113ac2aa750fa6897527067d9f1d8446d3c139205311db8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chimesdkmeetings-1.12.564.jar	1a54be6a1daf60922113ac2aa750fa6897527067d9f1d8446d3c139205311db8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
63	aws-java-sdk-chimesdkmessaging-1.12.564.jar	lib/aws-java-sdk-chimesdkmessaging-1.12.564.jar	e81f0b55fa8b6ddd07765e8c558e8f7e73a9c08c050721b550ccba480625dfd7	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chimesdkmessaging-1.12.564.jar	e81f0b55fa8b6ddd07765e8c558e8f7e73a9c08c050721b550ccba480625dfd7	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
64	aws-java-sdk-chimesdkvoice-1.12.564.jar	lib/aws-java-sdk-chimesdkvoice-1.12.564.jar	e7e94d3af887c2257f7b2b3adbd5fba69d2ad06ca6a3ee325e7229a88bd84cd1	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-chimesdkvoice-1.12.564.jar	e7e94d3af887c2257f7b2b3adbd5fba69d2ad06ca6a3ee325e7229a88bd84cd1	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
65	aws-java-sdk-cleanrooms-1.12.564.jar	lib/aws-java-sdk-cleanrooms-1.12.564.jar	382757186d8ab17d61f4bd84ad53b0774a41d3f5736a8fe131d04d661b5a650a	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cleanrooms-1.12.564.jar	382757186d8ab17d61f4bd84ad53b0774a41d3f5736a8fe131d04d661b5a650a	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
66	aws-java-sdk-cloud9-1.12.564.jar	lib/aws-java-sdk-cloud9-1.12.564.jar	ebe612cf45ca7dee9300b33b7ecdcfb72fb5cbede4f215c808b1f592f3bd4f27	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloud9-1.12.564.jar	ebe612cf45ca7dee9300b33b7ecdcfb72fb5cbede4f215c808b1f592f3bd4f27	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
67	aws-java-sdk-cloudcontrolapi-1.12.564.jar	lib/aws-java-sdk-cloudcontrolapi-1.12.564.jar	85e564eb7aa66bb04140bebdb039908f91091cee0555bc4a63053aec218f7f1f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudcontrolapi-1.12.564.jar	85e564eb7aa66bb04140bebdb039908f91091cee0555bc4a63053aec218f7f1f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
68	aws-java-sdk-clouddirectory-1.12.564.jar	lib/aws-java-sdk-clouddirectory-1.12.564.jar	0059ac5cda58b5e862910691e3bcc1d550c4cbd3f20689b5423eb3e426e86f9e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-clouddirectory-1.12.564.jar	0059ac5cda58b5e862910691e3bcc1d550c4cbd3f20689b5423eb3e426e86f9e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
69	aws-java-sdk-cloudformation-1.12.564.jar	lib/aws-java-sdk-cloudformation-1.12.564.jar	b42d2db985e6ed1f9630ed2f0567d06c094e5a08898bbce8bfd329baf49348b2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudformation-1.12.564.jar	b42d2db985e6ed1f9630ed2f0567d06c094e5a08898bbce8bfd329baf49348b2	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
70	aws-java-sdk-cloudfront-1.12.564.jar	lib/aws-java-sdk-cloudfront-1.12.564.jar	b04fafc44ec194b5f996950478d72c93f17ce4e7b53352a3defd31d9d63612a1	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudfront-1.12.564.jar	b04fafc44ec194b5f996950478d72c93f17ce4e7b53352a3defd31d9d63612a1	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
71	aws-java-sdk-cloudhsm-1.12.564.jar	lib/aws-java-sdk-cloudhsm-1.12.564.jar	00071d60af6500d3de0ec8b48b7c6eed7a501afefc56dcec9726ac68d3f77cc0	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudhsm-1.12.564.jar	00071d60af6500d3de0ec8b48b7c6eed7a501afefc56dcec9726ac68d3f77cc0	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
72	aws-java-sdk-cloudhsmv2-1.12.564.jar	lib/aws-java-sdk-cloudhsmv2-1.12.564.jar	aa902be0769e3fae4cd1bef510b237795694ce56bbcc3a8ae802118cd32aa046	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudhsmv2-1.12.564.jar	aa902be0769e3fae4cd1bef510b237795694ce56bbcc3a8ae802118cd32aa046	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
73	aws-java-sdk-cloudsearch-1.12.564.jar	lib/aws-java-sdk-cloudsearch-1.12.564.jar	b2e8984250a04c02e43197e468e3696e562d01a22ffc7ce8370f600694f4d6a5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudsearch-1.12.564.jar	b2e8984250a04c02e43197e468e3696e562d01a22ffc7ce8370f600694f4d6a5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
74	aws-java-sdk-cloudtrail-1.12.564.jar	lib/aws-java-sdk-cloudtrail-1.12.564.jar	2d88e960b257c62af037d514c4a2a573c1936f9c2098c0d48994b21f9c8c3cdc	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudtrail-1.12.564.jar	2d88e960b257c62af037d514c4a2a573c1936f9c2098c0d48994b21f9c8c3cdc	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
75	aws-java-sdk-cloudtraildata-1.12.564.jar	lib/aws-java-sdk-cloudtraildata-1.12.564.jar	182b57124110009350a7a919b3813c62891e7f0a4f24306c842f5e67d496ca8f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudtraildata-1.12.564.jar	182b57124110009350a7a919b3813c62891e7f0a4f24306c842f5e67d496ca8f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
76	aws-java-sdk-cloudwatch-1.12.564.jar	lib/aws-java-sdk-cloudwatch-1.12.564.jar	3ecbf9dd97f6e61e43e5e8e458dfbd8c9c7a3b5f1c1923e84de3245363f2193c	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudwatch-1.12.564.jar	3ecbf9dd97f6e61e43e5e8e458dfbd8c9c7a3b5f1c1923e84de3245363f2193c	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
77	aws-java-sdk-cloudwatchevidently-1.12.564.jar	lib/aws-java-sdk-cloudwatchevidently-1.12.564.jar	2e0e7012487dd3f97ce0d1cf96c8b5fa4c19fe62ae47cb93efd2827eec78dab5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudwatchevidently-1.12.564.jar	2e0e7012487dd3f97ce0d1cf96c8b5fa4c19fe62ae47cb93efd2827eec78dab5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
78	aws-java-sdk-cloudwatchmetrics-1.12.564.jar	lib/aws-java-sdk-cloudwatchmetrics-1.12.564.jar	6acea6d36f9310afbf9bec8c497e2e1ac9c02420f80aef46ba176ae7b7ff6ec5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudwatchmetrics-1.12.564.jar	6acea6d36f9310afbf9bec8c497e2e1ac9c02420f80aef46ba176ae7b7ff6ec5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
79	aws-java-sdk-cloudwatchrum-1.12.564.jar	lib/aws-java-sdk-cloudwatchrum-1.12.564.jar	3fd98a8a58c233de8d1e2b428804907ad36cb8c4c8a4a66d3dd4512b0f212fc5	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cloudwatchrum-1.12.564.jar	3fd98a8a58c233de8d1e2b428804907ad36cb8c4c8a4a66d3dd4512b0f212fc5	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
80	aws-java-sdk-codeartifact-1.12.564.jar	lib/aws-java-sdk-codeartifact-1.12.564.jar	ada0f143f8ac491ce3802139dfa205da556986060a19b3b544caa079855c83b9	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codeartifact-1.12.564.jar	ada0f143f8ac491ce3802139dfa205da556986060a19b3b544caa079855c83b9	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
81	aws-java-sdk-codebuild-1.12.564.jar	lib/aws-java-sdk-codebuild-1.12.564.jar	cb64be3cd56955b739e27b9457ff307a5fa8263fd2fdbff080f2068f4df8296d	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codebuild-1.12.564.jar	cb64be3cd56955b739e27b9457ff307a5fa8263fd2fdbff080f2068f4df8296d	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
82	aws-java-sdk-codecommit-1.12.564.jar	lib/aws-java-sdk-codecommit-1.12.564.jar	dc6b1e819b8a6f1de941d03cf85ef04872b464dd5f179b31ae463a0f4034d139	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codecommit-1.12.564.jar	dc6b1e819b8a6f1de941d03cf85ef04872b464dd5f179b31ae463a0f4034d139	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
83	aws-java-sdk-codedeploy-1.12.564.jar	lib/aws-java-sdk-codedeploy-1.12.564.jar	53a3f742f9570b5a32b7ed2ac9701514b790c93ecab3e42d4e14fe0856565e0e	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codedeploy-1.12.564.jar	53a3f742f9570b5a32b7ed2ac9701514b790c93ecab3e42d4e14fe0856565e0e	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
84	aws-java-sdk-codeguruprofiler-1.12.564.jar	lib/aws-java-sdk-codeguruprofiler-1.12.564.jar	3fac3779f18153cc6392ca177cc4cbc4a4f62e37818383ea369877545746d9d8	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codeguruprofiler-1.12.564.jar	3fac3779f18153cc6392ca177cc4cbc4a4f62e37818383ea369877545746d9d8	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
85	aws-java-sdk-codegurureviewer-1.12.564.jar	lib/aws-java-sdk-codegurureviewer-1.12.564.jar	24b737cad1c416bf1056ed3e586a0a568497eae480cad1d6bbf65123547d6da3	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codegurureviewer-1.12.564.jar	24b737cad1c416bf1056ed3e586a0a568497eae480cad1d6bbf65123547d6da3	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
86	aws-java-sdk-codegurusecurity-1.12.564.jar	lib/aws-java-sdk-codegurusecurity-1.12.564.jar	17fc2acc58e93ea6e67b2ba4743386101a83502aba597036095557536bdb6755	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codegurusecurity-1.12.564.jar	17fc2acc58e93ea6e67b2ba4743386101a83502aba597036095557536bdb6755	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
87	aws-java-sdk-codepipeline-1.12.564.jar	lib/aws-java-sdk-codepipeline-1.12.564.jar	77237d72da529431c7120c08833e3f349e768c0f51d31c1c151b5946b8d59a05	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codepipeline-1.12.564.jar	77237d72da529431c7120c08833e3f349e768c0f51d31c1c151b5946b8d59a05	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
88	aws-java-sdk-codestar-1.12.564.jar	lib/aws-java-sdk-codestar-1.12.564.jar	55859c19d16c0e0887255b1c24ae307d5e8f00b2f772af43da2862a81aab0c92	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codestar-1.12.564.jar	55859c19d16c0e0887255b1c24ae307d5e8f00b2f772af43da2862a81aab0c92	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
89	aws-java-sdk-codestarconnections-1.12.564.jar	lib/aws-java-sdk-codestarconnections-1.12.564.jar	5600122a367943b8834de1fda3e0e1ebf1729cd8e3440665690eabf1af8152d9	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codestarconnections-1.12.564.jar	5600122a367943b8834de1fda3e0e1ebf1729cd8e3440665690eabf1af8152d9	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
90	aws-java-sdk-codestarnotifications-1.12.564.jar	lib/aws-java-sdk-codestarnotifications-1.12.564.jar	5858ce13b823b2f4df6022889a133b40908b2ff592d4124aec75b3ca9eb49fe6	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-codestarnotifications-1.12.564.jar	5858ce13b823b2f4df6022889a133b40908b2ff592d4124aec75b3ca9eb49fe6	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
91	aws-java-sdk-cognitoidentity-1.12.564.jar	lib/aws-java-sdk-cognitoidentity-1.12.564.jar	4a6ca5964b13f1407d542aa66b5c2b57492f619fed1d518f7a476a0a749f7bb4	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cognitoidentity-1.12.564.jar	4a6ca5964b13f1407d542aa66b5c2b57492f619fed1d518f7a476a0a749f7bb4	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
92	aws-java-sdk-cognitoidp-1.12.564.jar	lib/aws-java-sdk-cognitoidp-1.12.564.jar	85fd8ca6c4f468563e29a477540baada42207748898545bed603617541033829	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cognitoidp-1.12.564.jar	85fd8ca6c4f468563e29a477540baada42207748898545bed603617541033829	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
93	aws-java-sdk-cognitosync-1.12.564.jar	lib/aws-java-sdk-cognitosync-1.12.564.jar	7360552947e7094aaa8920687dcd5d3091b5f1048d89102e727387b750e7f7dd	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-cognitosync-1.12.564.jar	7360552947e7094aaa8920687dcd5d3091b5f1048d89102e727387b750e7f7dd	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
94	aws-java-sdk-comprehend-1.12.564.jar	lib/aws-java-sdk-comprehend-1.12.564.jar	896541d13705f15abb07f7f49fd3ee617660e003c7f401f181b1dfc7eb0dc488	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-comprehend-1.12.564.jar	896541d13705f15abb07f7f49fd3ee617660e003c7f401f181b1dfc7eb0dc488	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
95	aws-java-sdk-comprehendmedical-1.12.564.jar	lib/aws-java-sdk-comprehendmedical-1.12.564.jar	1d1cfcbb12d65212a0b2268c94dae6146dc4953779ae28b3caaebe57b4b940b2	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-comprehendmedical-1.12.564.jar	1d1cfcbb12d65212a0b2268c94dae6146dc4953779ae28b3caaebe57b4b940b2	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
96	aws-java-sdk-computeoptimizer-1.12.564.jar	lib/aws-java-sdk-computeoptimizer-1.12.564.jar	d46d7cf67ae20191eda80cc377fb958465ace44b4caaa9a296afeb10a7a01d27	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-computeoptimizer-1.12.564.jar	d46d7cf67ae20191eda80cc377fb958465ace44b4caaa9a296afeb10a7a01d27	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
97	aws-java-sdk-config-1.12.564.jar	lib/aws-java-sdk-config-1.12.564.jar	98a01e0d163b4bfcfef18cc4876971747f82433ddf9dfbaacdd1d8b82de8f344	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-config-1.12.564.jar	98a01e0d163b4bfcfef18cc4876971747f82433ddf9dfbaacdd1d8b82de8f344	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
98	aws-java-sdk-connect-1.12.564.jar	lib/aws-java-sdk-connect-1.12.564.jar	6f4aba55fb0cc98dafd6333d5a28872233a9c97993d78873ebc32b2cecf39e5f	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-connect-1.12.564.jar	6f4aba55fb0cc98dafd6333d5a28872233a9c97993d78873ebc32b2cecf39e5f	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
99	aws-java-sdk-connectcampaign-1.12.564.jar	lib/aws-java-sdk-connectcampaign-1.12.564.jar	30be3f5cf1ef0a043b6d029c76e3471c7066b8e90bc8ac7a41ed7ac7a9b609af	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-connectcampaign-1.12.564.jar	30be3f5cf1ef0a043b6d029c76e3471c7066b8e90bc8ac7a41ed7ac7a9b609af	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
100	aws-java-sdk-connectcases-1.12.564.jar	lib/aws-java-sdk-connectcases-1.12.564.jar	b6325e95a5ea10c531400a3593f1431045c4c2393c6cac328df9a5a4a4f15f53	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-connectcases-1.12.564.jar	b6325e95a5ea10c531400a3593f1431045c4c2393c6cac328df9a5a4a4f15f53	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
101	aws-java-sdk-connectcontactlens-1.12.564.jar	lib/aws-java-sdk-connectcontactlens-1.12.564.jar	36ca318191a7d2432b1236f7212fe1cef16d94c39f8c6ed8b88f04672dcc5def	transitive-or-packaged	0	RETAIN_HASH_PINNED_STAGE1	lib/aws-java-sdk-connectcontactlens-1.12.564.jar	36ca318191a7d2432b1236f7212fe1cef16d94c39f8c6ed8b88f04672dcc5def	aws-and-alternative-storage-deferred	retained for complete-corpus structural compatibility; necessity is re-evaluated at the named later-stage scope
